기업명,dart_corp_code,crno,연도,설립일,업종코드,주소,연구개발비,유형자산_당기,유형자산_전기,종업원_합계,정규직_수,계약직_수,자산,부채,자본,CAPEX,매출액,영업이익,당기순이익
삼화기업,00240723,1244110025149.0,2021,19811026,2629,,0,,,0,0,0,,,,,,,
상구정공(주),00867399,1101112016198.0,2021,19880211,29293,,0,,,0,0,0,,,,,,,
서울바이오시스 주식회사,00488402,1350110122156.0,2021,20020125,2612,,0,,,485,429,56,775635294214,518263806665,257371487549,135944493525,488676724768,22269724367,20888475660
성림첨단산업㈜,00454441,1701110075540.0,2021,19940501,266,,0,,,0,0,0,,,,,,,
성무이엔지,01930841,1615110177688.0,2021,20150205,29271,,0,,,0,0,0,,,,,,,
성진세미텍(주),00580968,1350110091731.0,2021,19980423,2612,,0,,,0,0,0,,,,,,,
수퍼게이트 주식회사,01816806,1311110527530.0,2021,20180808,62010,,0,,,0,0,0,,,,,,,
시스템알앤디,01667033,1311110203081.0,2021,20220301,2927,,0,,,0,0,0,,,,,,,
시지트로닉스,01284751,2101110058935.0,2021,20080125,26129,,0,,,0,0,0,,,,,,,
신비앤텍 주식회사,00446479,1615110036545.0,2021,20000522,29271,,0,,,69,69,0,,,,,,,
신화인터텍(주),00228350,1348110011677.0,2021,19880527,2229,,0,,,328,328,0,175295772742,74879789523,100415983219,4531333837,246412910103,2032386848,1122550180
쎄믹스,00786492,1311110234226.0,2021,20090624,27213,,0,,,0,0,0,,,,,,,
쓰리에이로직스(주),00870065,1311110114733.0,2021,20040412,2611,,0,,,0,0,0,,,,,,,
쓰리에이로직스㈜,00870065,1311110114733.0,2021,20040412,2611,,0,,,0,0,0,,,,,,,
씨에스이주식회사,00511108,1101111780588.0,2021,19990930,26,,0,,,0,0,0,,,,,,,
씨엔디플러스,01634831,1345110091998.0,2021,20060828,29271,,0,,,0,0,0,,,,,,,
씨엔원,01543353,1101114908509.0,2021,20081120,29271,,0,,,0,0,0,,,,,,,
씨티에스(주),01225633,1101110174815.0,2021,20030605,29272,,0,,,0,0,0,,,,,,,
아담스,00409715,1101111004748.0,2021,19940110,68121,,0,,,0,0,0,,,,,,,
아셈테크 (주),01333604,1101112492778.0,2021,20020410,46522,,0,,,0,0,0,,,,,,,
아이에스티이,01208751,1348110278748.0,2021,20130828,261,,0,,,0,0,0,,,,,,,
아이엠에스(주),00479680,1101110527395.0,2021,19980416,68121,,0,,,0,0,0,,,,,,,
아이티에스,00532323,1101110233702.0,2021,20020401,42,,0,,,0,0,0,,,,,,,
애니모션텍,01310791,1101113732347.0,2021,20071001,29271,,0,,,0,0,0,,,,,,,
어드밴스드웨이브,00886206,1358110114537.0,2021,20050428,28123,,0,,,0,0,0,,,,,,,
에너테크인터내셔널(주),00417538,1511110017032.0,2021,20010401,28202,,0,,,0,0,0,,,,,,,
에스브이에스주식회사,00873123,1313110020225.0,2021,19961007,29271,,0,,,0,0,0,,,,,,,
에스비이엔지,01300448,1101114706078.0,2021,20121129,30310,,0,,,0,0,0,,,,,,,
에스씨지주식회사,01005765,1101110613045.0,2021,20131101,26422,,0,,,0,0,0,,,,,,,
에스에프솔루션,01861505,1201111209594.0,2021,20170119,29271,,0,,,0,0,0,,,,,,,
에스엠에스 주식회사,01365214,1101110703921.0,2021,20140201,29299,,0,,,0,0,0,,,,,,,
에스엠피 주식회사,00884077,1101111675375.0,2021,20110401,20129,,0,,,0,0,0,,,,,,,
에스이엠주식회사,00612814,1101111338361.0,2021,20000701,2049,,0,,,0,0,0,,,,,,,
에스제이글로벌 주식회사,01583139,1101111975725.0,2021,20170504,68121,,0,,,0,0,0,,,,,,,
에스지엔 주식회사,01904952,1101110336150.0,2021,20110623,27216,,0,,,0,0,0,,,,,,,
에스케이실트론 주식회사,01677401,1101118298922.0,2021,20220513,46595,,0,,,0,0,0,,,,,,,
에스티엘(주),01449853,1101111502916.0,2021,20061019,74100,,0,,,0,0,0,,,,,,,
에이비시스템(주),00208967,1358110286922.0,2021,19931230,30,,0,,,0,0,0,,,,,,,
에이에프씨,01097766,1101111963085.0,2021,20090701,22299,,0,,,0,0,0,,,,,,,
에이엔지(주),00586944,1101111163073.0,2021,20030710,68122,,0,,,0,0,0,,,,,,,
에이엠티주식회사,00304447,1101110707674.0,2021,19970927,26,,0,,,0,0,0,,,,,,,
에이지디 주식회사,01651342,1314110241027.0,2021,20100426,29271,,0,,,0,0,0,,,,,,,
에이치앤에이치,01083897,1101111273244.0,2021,20140307,68111,,0,,,0,0,0,,,,,,,
에이치제이에스이엔지(주),01370164,1311110095123.0,2021,20030429,29271,,0,,,0,0,0,,,,,,,
에이치케이테크주식회사,01837386,1101115223526.0,2021,20090902,26129,,0,,,0,0,0,,,,,,,
에이치피케이,01792180,1101112801945.0,2021,20231004,29271,,0,,,0,0,0,,,,,,,
에이치피케이,01792180,1101112801945.0,2021,20231004,29271,,0,,,0,0,0,,,,,,,
에이텍,00368551,1101110593263.0,2021,19920716,26299,,0,,,0,0,0,,,,,,,
에이텍솔루션,00970259,1101116112801.0,2021,20090623,27215,,0,,,0,0,0,,,,,,,
에이티시스템 주식회사,00264006,1101111412321.0,2021,19970509,58221,,0,,,0,0,0,,,,,,,
에이티아이㈜,00395227,1101110675566.0,2021,19970214,26,,0,,,0,0,0,,,,,,,
에이티이엔지,01763683,1311110120615.0,2021,20150901,29271,,0,,,0,0,0,,,,,,,
에코프로이노베이션,00965743,1101113273698.0,2021,20050721,28202,,0,,,0,0,0,,,,,,,
에프엔에스테크주식회사,00476036,1101113688277.0,2021,20020318,29272,,0,,,149,149,0,99793225276,39303546931,60489678345,17140032975,66085795000,2356433619,930878486
엔비스아나㈜,01336009,1341110190938.0,2021,20100510,27213,,0,,,0,0,0,,,,,,,
엔에스티,00559339,1101111702631.0,2021,20040514,46539,,0,,,0,0,0,,,,,,,
엔에프에스,00984322,1101112200311.0,2021,20010326,55101,,0,,,0,0,0,,,,,,,
엔젯주식회사,01587056,1101112812067.0,2021,20090909,29272,,0,,,0,0,0,,,,,,,
엔터텍,01782484,1101111119969.0,2021,20121110,25914,,0,,,0,0,0,,,,,,,
엘림,00254072,1101110407498.0,2021,19960801,68212,,0,,,0,0,0,,,,,,,
엘에스텍,00824349,1101111531030.0,2021,20000821,26211,,0,,,0,0,0,,,,,,,
엘테크,01334241,1101110565577.0,2021,20120918,6821,,0,,,0,0,0,,,,,,,
엘티메탈  주식회사,00167341,1201110003567.0,2021,19740501,2629,,0,,,0,0,0,,,,,,,
엠에이티플러스㈜,01076301,1346110052394.0,2021,20110701,29271,,0,,,0,0,0,,,,,,,
엠엠티,01433074,1101116679405.0,2021,20191209,64209,,0,,,0,0,0,,,,,,,
엠케이피,01448429,1101116688919.0,2021,20160301,27214,,0,,,0,0,0,,,,,,,
영원이엔지,01212152,1101114945783.0,2021,20161001,29271,,0,,,0,0,0,,,,,,,
올니스,01629389,1801110791079.0,2021,20120112,29271,,0,,,0,0,0,,,,,,,
와이씨켐㈜,00619507,1701110202416.0,2021,20010728,20491,,0,,,0,0,0,,,,,,,
와이아이케이 주식회사,00457749,1101110769369.0,2021,19910412,29271,,0,,,0,0,0,,,,,,,
우성테크,00983545,1101112047755.0,2021,20000901,2224,,0,,,0,0,0,,,,,,,
우성하이테크,00890564,1211110144716.0,2021,20021129,29229,,0,,,0,0,0,,,,,,,
워트주식회사,00866451,1101110559223.0,2021,20040408,29271,,0,,,0,0,0,,,,,,,
원시스템,01290275,1101110547921.0,2021,20130911,26223,,0,,,9,9,0,,,,,,,
원테크,01776058,1101110613061.0,2021,20090901,42321,,0,,,0,0,0,,,,,,,
웨이브로드 주식회사,01911800,1358110379529.0,2021,20191120,26294,,0,,,0,0,0,,,,,,,
위아코퍼레이션(주),00565437,1101111299026.0,2021,19960718,29271,,0,,,0,0,0,,,,,,,
윌테크놀러지(주),00578893,1101112143800.0,2021,20010115,27213,,0,,,0,0,0,,,,,,,
유버주식회사,01308927,1101117192084.0,2021,20101208,26219,,0,,,0,0,0,,,,,,,
유정시스템(주),01610211,1101112141060.0,2021,20010102,2612,,0,,,0,0,0,,,,,,,
율촌화학(주),00145260,1101110145147.0,2021,19730501,22231,,0,,,820,793,27,666716497526,320650272517,346066225009,38322383672,538734197699,11020409544,8452589713
이노로보틱스 주식회사,01226793,1358110212993.0,2021,20120508,27301,,0,,,0,0,0,,,,,,,
이알케이,01382965,1101112046369.0,2021,20170901,71531,,0,,,0,0,0,,,,,,,
이피캠텍(주),01289303,1511110031321.0,2021,20071024,22292,,0,,,0,0,0,,,,,,,
인셀(주),01157165,1101111504102.0,2021,20040101,28202,,0,,,0,0,0,,,,,,,
인투코어테크놀로지주식회사,01786444,1601110371156.0,2021,20140423,29271,,0,,,0,0,0,,,,,,,
저스템,01383229,1101116042066.0,2021,20160425,29271,,0,,,0,0,0,,,,,,,
제닉스로보틱스 주식회사,01293485,1313110097737.0,2021,20100423,29299,,0,,,0,0,0,,,,,,,
제엠제코(주),01637290,1101113681784.0,2021,20070518,26129,,0,,,0,0,0,,,,,,,
제이에스티,01372995,1101110569074.0,2021,20090105,29271,,0,,,0,0,0,,,,,,,
제이엔비,01731958,1101110895750.0,2021,20150727,46444,,0,,,0,0,0,,,,,,,
제이엔에스,00573603,1101111508097.0,2021,20020510,29271,,0,,,0,0,0,,,,,,,
제이엠테크 주식회사,00982403,1101114671784.0,2021,20010414,3831,,0,,,0,0,0,,,,,,,
주성엔지니어링(주),00252135,1101110872196.0,2021,19950413,29229,,0,235086404219,232821262255,458,454,4,711899410354,342264093986,369635316368,2265141964,377294631076,102611062636,145503481733
주식회사  브이시스,01030682,1101111006174.0,2021,19970131,2224,,0,,,0,0,0,,,,,,,
주식회사 그린테크놀로지,00817613,1101112481242.0,2021,20031208,2611,,0,,,0,0,0,,,,,,,
주식회사 기산하이텍,01745696,2849110209675.0,2021,20191001,29272,,0,,,0,0,0,,,,,,,
주식회사 다다,00121668,1101110377641.0,2021,19790903,29132,,0,,,0,0,0,,,,,,,
주식회사 대덕테크,00413028,1348110031831.0,2021,20010330,68129,,0,,,0,0,0,,,,,,,
주식회사 더코디,00530413,1615110031686.0,2021,19990727,29271,,0,,,94,89,0,122493134109,66412562343,56080571766,225028407,45359981861,-6720448546,-22585744517
주식회사 동명기업,01759909,1101111885726.0,2021,20181220,26224,,0,,,0,0,0,,,,,,,
주식회사 동원하이텍,00968528,1201110625858.0,2021,20120905,2629,,0,,,0,0,0,,,,,,,
주식회사 디바이스,00624509,1101110656970.0,2021,20021001,29271,,0,,,149,149,0,186254579847,56865621571,129388958276,1078217468,125067663773,35803534235,31452062978
주식회사 라온티엠디,01919866,1348110333633.0,2021,20150512,29299,,0,,,0,0,0,,,,,,,
주식회사 레인테크,01365393,1101110525373.0,2021,20060612,25999,,0,,,0,0,0,,,,,,,
주식회사 머신앤비전,01856938,1615110150048.0,2021,20130212,29272,,0,,,0,0,0,,,,,,,
주식회사 메이,00310262,1101110266547.0,2021,19990701,20129,,0,,,0,0,0,,,,,,,
주식회사 메카로,00652007,1101113168724.0,2021,20001101,261,,0,,,288,285,3,163088543851,14831430287,148257113564,22035711107,82771927992,3798590932,7724388898
주식회사 미코,01664425,1101110112930.0,2021,20161201,20423,,0,,,0,0,0,,,,,,,
주식회사 브이원텍,01027794,1311110164978.0,2021,20060530,29272,,0,,,101,101,0,132415968818,32903498021,99512470797,1250648163,51090254379,4964161472,10644025969
주식회사 삼정이엔지,01451751,1201110671182.0,2021,20070911,42131,,0,,,0,0,0,,,,,,,
주식회사 선코리아,01960462,1101110800361.0,2021,19970601,52992,,0,,,0,0,0,,,,,,,
주식회사 성남테크,00836371,1615110296058.0,2021,20081009,262,,0,,,0,0,0,,,,,,,
주식회사 성진테크,00335988,1101114892249.0,2021,20000701,3020,,0,,,0,0,0,,,,,,,
주식회사 세미노바,01729379,1345110288066.0,2021,20160421,26129,,0,,,0,0,0,,,,,,,
주식회사 신우이엔지,00489605,1101111614878.0,2021,19981202,28,,0,,,0,0,0,,,,,,,
주식회사 신진테크,00495396,1101114734699.0,2021,19961206,263,,0,,,0,0,0,,,,,,,
주식회사 써니텍,00382685,1101110970057.0,2021,19990604,41224,,0,,,0,0,0,,,,,,,
주식회사 쎄닉,01639793,1101117931896.0,2021,20210622,26129,,0,,,0,0,0,,,,,,,
주식회사 씨앤비,00613071,1101110617188.0,2021,19990701,25112,,0,,,0,0,0,,,,,,,
주식회사 씨케이엘,01850800,1101113993048.0,2021,20240530,64999,,0,,,0,0,0,,,,,,,
주식회사 씨케이피,01225031,1101112858095.0,2021,20160425,4111,,0,,,0,0,0,,,,,,,
주식회사 아벡스,00842211,1101111932163.0,2021,20050411,29175,,0,,,0,0,0,,,,,,,
주식회사 아이디어스,00555625,1101113303833.0,2021,20060215,71310,,0,,,0,0,0,,,,,,,
주식회사 아이브이웍스,01600135,1314110262081.0,2021,20110720,26129,,0,,,0,0,0,,,,,,,
주식회사 아이앤티,00175164,1101110740707.0,2021,19910104,72129,,0,,,0,0,0,,,,,,,
주식회사 아이큐랩,01839418,1358110342790.0,2021,20180525,26129,,0,,,0,0,0,,,,,,,
주식회사 에너지테크솔루션,01754870,1101116624179.0,2021,20180115,28202,,0,,,0,0,0,,,,,,,
주식회사 에스비티엘첨단소재,01424401,1348110425456.0,2021,20171011,28202,,0,,,0,0,0,,,,,,,
주식회사 에스에프이,01077249,1101113058024.0,2021,20090601,29271,,0,,,0,0,0,,,,,,,
주식회사 에스엘파워,01595754,1501110214423.0,2021,20160121,262,,0,,,0,0,0,,,,,,,
주식회사 에스이에이,01210598,1101112377061.0,2021,20100105,292,,0,,,0,0,0,,,,,,,
주식회사 에이블,01594348,1101110698914.0,2021,20200506,68222,,0,,,0,0,0,,,,,,,
주식회사 에이씨티,01071698,1101110526404.0,2021,20150122,4659,,0,,,0,0,0,,,,,,,
주식회사 에이아이이,01844100,1101117115383.0,2021,20170724,29299,,0,,,0,0,0,,,,,,,
주식회사 에이에스티,00569886,1101111567738.0,2021,20010209,29272,,0,,,0,0,0,,,,,,,
주식회사 에이엘디,00770473,1101111570020.0,2021,20080617,681,,0,,,0,0,0,,,,,,,
주식회사 에이엠텍,00568799,1101111877799.0,2021,20011023,25944,,0,,,0,0,0,,,,,,,
주식회사 에이이티,00625049,1101114938077.0,2021,20000922,29271,,0,,,0,0,0,,,,,,,
주식회사 에이치브이엠,01011368,1355110238812.0,2021,20120607,24219,,0,,,0,0,0,,,,,,,
주식회사 에이프로세미콘,01769234,2001110605481.0,2021,20200713,26129,,0,,,0,0,0,,,,,,,
주식회사 에코프로비엠,01160363,1501110219184.0,2021,20160502,28202,,0,638848527907,435962512568,1151,1101,50,1425857751938,829712539065,596145212873,202886015339,1485628623826,115031248500,97789788764
주식회사 엘에스테크,01752429,1101113303429.0,2021,20100720,71511,,0,,,0,0,0,,,,,,,
주식회사 유니밴스,01134960,1101113023077.0,2021,20040602,2612,,0,,,0,0,0,,,,,,,
주식회사 유시스템,00319069,1101111509962.0,2021,19980210,58221,,0,,,0,0,0,,,,,,,
주식회사 이에스티,00817932,1101110369557.0,2021,20090108,28201,,0,,,0,0,0,,,,,,,
주식회사 일산,00500102,1101110029169.0,2021,19880530,96991,,0,,,0,0,0,,,,,,,
주식회사 제스코,01217740,1101111409790.0,2021,19990201,2413,,0,,,0,0,0,,,,,,,
주식회사 제이에스에스,01571222,1101110925060.0,2021,20201127,649,,0,,,0,0,0,,,,,,,
주식회사 제이이티,01823329,1101111817654.0,2021,20150827,71511,,0,,,0,0,0,,,,,,,
주식회사 제타,01580530,1101110939639.0,2021,20041222,29271,,0,,,0,0,0,,,,,,,
주식회사 조은테크,01097687,1101110889589.0,2021,20140404,292,,0,,,0,0,0,,,,,,,
주식회사 지앤티,00255798,1101111635783.0,2021,19920619,2224,,0,,,0,0,0,,,,,,,
주식회사 창하이앤지,01760941,1313110172646.0,2021,20161109,71511,,0,,,0,0,0,,,,,,,
주식회사 천진,01641187,1101111291890.0,2021,19870105,68112,,0,,,0,0,0,,,,,,,
주식회사 코비스테크놀로지,01901089,1101112885949.0,2021,20031101,26129,,0,,,0,0,0,,,,,,,
주식회사 코어시스템,01728945,1101112754045.0,2021,20150226,58221,,0,,,0,0,0,,,,,,,
주식회사 코윈,00284921,1101111836927.0,2021,19991224,856,,0,,,0,0,0,,,,,,,
주식회사 쿠온솔루션,01625994,2849110108645.0,2021,20120912,29271,,0,,,0,0,0,,,,,,,
주식회사 트임,01583111,1101110892938.0,2021,20151024,29271,,0,,,0,0,0,,,,,,,
주식회사 티오피에스,00913254,1355110255337.0,2021,20010405,29223,,0,,,0,0,0,,,,,,,
주식회사 파워테크,00858878,1101110769319.0,2021,20030416,6312,,0,,,0,0,0,,,,,,,
주식회사 파인솔루션,01387720,1101116459237.0,2021,20150303,29271,,0,,,0,0,0,,,,,,,
주식회사 포시스,01022692,1101110608492.0,2021,20090803,29272,,0,,,0,0,0,,,,,,,
주식회사 프리테크,00259396,1101110883086.0,2021,19920817,1811,,0,,,0,0,0,,,,,,,
주식회사 피에스디이,01550733,1211110217878.0,2021,20120101,26129,,0,,,0,0,0,,,,,,,
주식회사 피엔티,00496191,1101111015886.0,2021,20010623,24211,,0,,,0,0,0,,,,,,,
주식회사 피엠씨,00234670,1101110265383.0,2021,19810416,68112,,0,,,0,0,0,,,,,,,
주식회사 한솔케미칼,00140955,1101110270895.0,2021,19800313,20129,,0,,,626,528,98,1197174769029,429305067616,767869701413,122111064508,768688180555,197684583161,158670881601
주식회사 한울반도체,01359815,1101117032545.0,2021,20190305,292,,0,,,74,74,0,,,,,,,
주식회사 한탑,01705306,1101111731523.0,2021,20140516,22223,,0,,,0,0,0,,,,,,,
주식회사 한텍,00467339,1101110919055.0,2021,20031001,2642,,0,,,0,0,0,,,,,,,
주식회사 한텍시스템,01741353,1349110035120.0,2021,20070301,29271,,0,,,0,0,0,,,,,,,
주식회사넥스젠,00375560,1101111182726.0,2021,20000410,2611,,0,,,0,0,0,,,,,,,
주식회사대일테크,01031247,1101110913536.0,2021,20080801,2224,,0,,,0,0,0,,,,,,,
주식회사디씨엔,01366408,1101111945554.0,2021,20190327,68129,,0,,,0,0,0,,,,,,,
주식회사미코세라믹스,01474734,1346110103577.0,2021,20200204,29271,,0,,,0,0,0,,,,,,,
주식회사삼현,01069888,1101110226971.0,2021,20140310,6811,,0,,,0,0,0,,,,,,,
주식회사아테코,01014772,1101111120346.0,2021,19981123,2629,,0,,,0,0,0,,,,,,,
주식회사엑스엘,00323886,1101111452111.0,2021,19970818,58221,,0,,,0,0,0,,,,,,,
주식회사유우일렉트로닉스,01574672,1101113478107.0,2021,20060619,26294,,0,,,19,19,0,,,,,,,
주식회사이에스이,01468089,1101110006422.0,2021,20000424,58221,,0,,,0,0,0,,,,,,,
주식회사일만,01078734,1101111543481.0,2021,20130730,46,,0,,,0,0,0,,,,,,,
주식회사제이에스,00246189,929720929726.0,2021,19940905,2642,,0,,,0,0,0,,,,,,,
주식회사케이에스피,00328191,1101111252214.0,2021,20000628,29111,,0,,,49,44,5,,,,,,,
주식회사효광,01160424,1101111066368.0,2021,20010601,30,,0,,,0,0,0,,,,,,,
지엔디 주식회사,01782314,1101112011784.0,2021,20211108,41112,,0,,,0,0,0,,,,,,,
지원플러스,01134085,1314110307936.0,2021,20101206,6822,,0,,,0,0,0,,,,,,,
진영테크,01176425,1101116716611.0,2021,20150908,25924,,0,,,0,0,0,,,,,,,
창산업주식회사,00303712,1101110026115.0,2021,19760311,15129,,0,,,0,0,0,,,,,,,
창신테크,00421850,1101111560443.0,2021,19980701,46522,,0,,,0,0,0,,,,,,,
천보,00655350,1101110186216.0,2021,20040728,3201,,0,,,0,0,0,,,,,,,
케이에스엠,01019689,1101111636997.0,2021,20060203,501,,0,,,0,0,0,,,,,,,
케이에스엠컴포넌트,00619224,1244110066458.0,2021,20040517,29271,,0,,,0,0,0,,,,,,,
케이에스티주식회사,00528038,1101111247356.0,2021,20000316,2321,,0,,,0,0,0,,,,,,,
케이엔씨,00145561,1101110411233.0,2021,19851122,26410,,0,,,0,0,0,,,,,,,
코리아 이엔티,01863974,,2021,20080801,72921,,0,,,0,0,0,,,,,,,
코스텍시스템(주),00610861,1311110048164.0,2021,20000411,29271,,0,,,51,51,0,,,,,,,
큐라텍,00938457,1311110629154.0,2021,20040915,26,,0,,,0,0,0,,,,,,,
크라이오에이치앤아이,01738766,1313110240758.0,2021,20200814,29271,,0,,,0,0,0,,,,,,,
크레스트,00509635,1101111229891.0,2021,20010823,4632,,0,,,0,0,0,,,,,,,
탑이엔지,00571003,1101114429357.0,2021,19950901,42,,0,,,0,0,0,,,,,,,
트리노테크놀로지,00855181,1341110169397.0,2021,20080808,261,,0,,,0,0,0,,,,,,,
티에스테크놀로지(주),00371403,1101111364142.0,2021,19880401,27213,,0,,,0,0,0,,,,,,,
티에스텍,00571784,1101113164095.0,2021,19920108,30,,0,,,0,0,0,,,,,,,
티엔티,00257574,1101110340979.0,2021,19861201,51,,0,,,0,0,0,,,,,,,
티이엠씨주식회사,01301252,1101114809963.0,2021,20150126,20121,,0,,,0,0,0,,,,,,,
파워큐브세미 (주),01776410,1211110247396.0,2021,20130220,26129,,0,,,0,0,0,,,,,,,
팸텍주식회사,01146220,1101112880410.0,2021,20050805,29271,,0,,,179,177,2,,,,,,,
풍원정밀(주),00417167,1314110342544.0,2021,19960116,262,,0,36120676069,28985308903,172,171,1,66332984998,37670630796,28662354202,7135367166,41953096064,3062481905,2842457200
플라텍(주),01755231,1101110814247.0,2021,20120703,26129,,0,,,0,0,0,,,,,,,
플렉스 주식회사,01642539,1101110558001.0,2021,20120401,29,,0,,,0,0,0,,,,,,,
피닉슨컨트롤스㈜,01353866,1313110134745.0,2021,20140221,28121,,0,,,0,0,0,,,,,,,
피에스케이 주식회사,01365825,1101110418718.0,2021,20190401,29271,,0,,,324,320,4,413262217895,124191260092,289070957803,8658250423,445803726054,94084940603,76728411521
피에스케이홀딩스(주),00283560,1101110418718.0,2021,19860224,28909,,0,,,0,0,0,,,,,,,
하나레이저테크(주),01074084,1615110111222.0,2021,20091001,29271,,0,,,0,0,0,,,,,,,
하나머티리얼즈(주),00660750,1101140228616.0,2021,20070123,2612,,0,,,721,718,3,,,,,,,
하비스트,00684644,1101112507303.0,2021,20070328,64999,,0,,,0,0,0,,,,,,,
하이테크,00196079,1101110254310.0,2021,19890317,23324,,0,,,0,0,0,,,,,,,
한국티엠,01044278,1201110328197.0,2021,19870701,2599,,0,,,0,0,0,,,,,,,
한미반도체(주),00161383,1101111633357.0,2021,19801224,29271,,0,,,652,648,4,429285683427,82473641150,346812042277,25283707204,373169401913,122419465500,104438304265
화성산업,01354892,1101110135958.0,2021,20000801,20421,,0,,,0,0,0,,,,,,,
